titleQueried|titleFound|author|language|description|isbn
Das neunte Haus|Das neunte Haus|Leigh Bardugo|de|MORS VINCIT OMNIA Der Tod besiegt alles Wahlspruch von Haus Lethe Acht mächtige Studenten-Verbindungen beherrschen nicht nur den Campus der Elite-Universität Yale, sondern nehmen seit Generationen Einfluss auf Politik, Wirtschaft und Gesellschaft der USA – das neunte Haus jedoch überwacht die Einhaltung der Regeln. Denn die Macht der Verbindungen beruht auf uralter, dunkler Magie: So können die Mitglieder der »Skull & Bones« die Börsenkurse aus den Eingeweiden lebender Opfer vorhersagen, während Haus Aurelian durch Blutmagie Einfluss auf das geschriebene Wort nehmen kann – ebenso hilfreich für Juristen wie für Bestseller-Autoren ... Als auf dem Campus von Yale eine Studentin brutal ermordet wird, sind die Fähigkeiten der Außenseiterin Alex Stern gefragt, die eben erst vom neunten Haus rekrutiert wurde: Nur Alex ist es auch ohne den Einsatz gefährlicher Magie möglich, die Geister der Toten zu sehen. Um eine Verschwörung aufzudecken, die weit über 100 Jahre zurückreicht, muss Alex ihre Fähigkeiten bis aufs Äußerste ausreizen. Campus-Leben, dunkle Magie und eine Heldin mit Kult-Potenzial: »Das neunte Haus« verbindet Urban Fantasy mit Gothic Noir zu einem unwiderstehlichen Mix. Die Autorin Leigh Bardugo hat mit ihren Fantasy-Bestsellern »Das Lied der Krähen« und »Das Gold der Krähen« ebenso wie mit ihrer Grisha-Trilogie auch in Deutschland bereits eine große Fangemeinde begeistert. »Der beste Fantasy-Roman, den ich seit Jahren gelesen habe, denn er handelt von echten Menschen. Die Spannweite von Bardugos Vorstellungskraft ist brillant.« Stephen King|9783426458365
King of Scars|King of Scars|Leigh Bardugo|de|Freibeuter. Soldat. Bastard. Überlebender. Herrscher. Leigh Bardugo – Autorin der Fantasy-Bestseller »Das Lied der Krähen« und »Das Gold der Krähen« – erzählt die Geschichte der beliebtesten Figur ihrer Grisha-Trilogie weiter: Nikolai Lantsov Niemand weiß, was der junge König von Ravka während des blutigen Bürgerkrieges durchgemacht hat. Und wenn es nach Nikolai selbst geht, soll das auch so bleiben. Jetzt, wo sich an den geschwächten Grenzen seines Reiches neue Feinde sammeln, muss Nikolai einen Weg finden, Ravkas Kassen wieder aufzufüllen, Allianzen zu schmieden und eine wachsende Bedrohung für die einstmals mächtige Armee der Grisha abzuwenden. Doch mit jedem Tag wird in dem jungen König eine dunkle Magie stärker und stärker und droht, alles zu zerstören, was er aufgebaut hat. Schließlich begibt Nikolai sich mit einem jungen Mönch und der legendären Grisha-Magierin Zoya auf eine gefährliche Reise zu jenen Orten in Ravka, an denen die stärkste Magie überdauert hat. Denn nur dort besteht eine Chance, sein dunkles Vermächtnis zu bannen. Einige Geheimnisse sind jedoch nicht dafür geschaffen, verborgen zu bleiben – und einige Wunden werden niemals heilen. »King of Scars« ist der erste Teil der Fantasy-Dulogie »Thron aus Gold und Asche« von Bestseller-Autorin Leigh Bardugo und unabhängig lesbar. Wie schon die Grisha-Trilogie und die Krähen-Dulogie, begeistert dieses Fantasy-Abenteuer mit Dialogwitz, düsterer Magie und facettenreichen Charakteren. Die Grisha-Trilogie ist in folgender Reihenfolge erschienen: • »Goldene Flammen« • »Eisige Wellen« • »Lodernde Schwingen« Die Krähen-Dilogie ist in folgender Reihenfolge erschienen: • »Das Lied der Krähen« • »Das Gold der Krähen« Illustrierte Märchen aus der Grisha-Welt: • »Die Sprache der Dornen«|9783426456064
Der Palast im Himmel|Der Palast im Himmel|Diana Wynne Jones|de|"Manchmal können Teppiche fliegen. Und manchmal werden Träume Wirklichkeit ... Die Howl Saga geht weiter mit der humorvollen und magischen 1001-Nacht-Fantasy der preisgekrönten Autorin Diana Wynne Jones. In seinen Tagträumen ist der junge Teppichhändler Abdullah ein Prinz aus einem fernen Land. Ganz im Gegensatz zu seinem Alltag am Rand eines großen Bazars, mit der buckligen Verwandtschaft der ersten Frau seines Vaters, die ihn so schnell wie möglich mit mindestens einer Frau verheiraten will. Doch eines Tages kommt ein Fremder an Abdullahs Stand und verkauft ihm einen zerschlissenen alten Teppich mit angeblich besonderen Fähigkeiten. Und plötzlich befindet sich Abdullah mitten in seinen Träumen. In einem prächtigen Garten trifft er die wunderschöne und kluge Prinzessin Blume-in-der-Nacht, in die er sich augenblicklich unsterblich verliebt. Aber Abdullahs Schicksal meint es nicht gut mit ihm. Kurz nachdem er sie kennengelernt hat, wird Blume-in-der-Nacht von einem miesen Djinn entführt. Aber Abdullah weiß, was er will, und mithilfe seines zänkischen, magischen Teppichs und ein paar anderen schrägen Gestalten macht er sich auf, Blume-in-der-Nacht aus dem Palast des Djinns zu befreien ... Nach dem Fantasy-Klassiker ""Das wandelnde Schloss"" ist mit ""Der Palast im Himmel"" auch der zweite Band der Howl Saga der britischen Erfolgsautorin Diana Wynne Jones endlich wieder auf deutsch erhältlich. Das Märchen um den Teppich-Verkäufer Abdullah und die Befreiung der Prinzessin in neuer Ausstattung - ein fantastisches Abenteuer. ""Der Palast im Himmel"" ist bereits unter dem Titel ""Ziemlich viele Prinzessinnen"" auf deutsch erschienen."|9783426457320
Fauler Zauber|Fauler Zauber||en||
Fauler Zauber|Fauler Zauber|Roland Baader|de||9783935197670
Fauler Zauber|Fauler Zauber|Diana Wynne Jones|de|In ihrem humorvollen High-Fantasy-Roman erzählt die preisgekrönte britische Autorin Diana Wynne Jones, wie sich eine magische Welt als lukrative Geschäftsidee entpuppt. Ausnahmslos alle – die Zauberer, Soldaten, Bauern, Drachen und Elfen – haben die Nase voll von Mr. Chesneys „Pilgerfahrten“. Jahr für Jahr fallen Touristengruppen aus der benachbarten Welt ein, um ein klassisches Fantasy-Abenteuer zu erleben – mit allem, was dazu gehört: bösen Magierinnen, gefährlichen Drachen und dem furchteinflößenden Dunklen Fürsten. Stets werden andere Bewohner des Reiches dazu auserwählt, diese Rollen zu übernehmen. Aber dieses Jahr reicht es den Leuten. Mr. Chesney mag einen mächtigen Dämon an seiner Seite haben, doch ein Orakel weiß Rat. Nun ist es an Zauberer Derk und seiner Familie aus Menschen und Greifen, den Verwüstungen Einhalt zu gebieten und ihre Welt zu retten. „Niemand erzählt so magische Geschichten wie Diana Wynne Jones.“ Neil Gaiman|9783426452462
Fauler Zauber|Fauler Zauber|Robert Park|de||9783203810058
Fauler Zauber|Fauler Zauber|Andreas Plammer|en||9783852862118
Fauler Zauber|Fauler Zauber|Andreas Schlüter|de||9783423709040
You're the One that I Want|You're the One That I Want|Giovanna Fletcher|en|A wonderfully heart-warming novel about love and the unbreakable bonds of friendship from the No. 1 bestselling author and Queen of the Castle, Giovanna Fletcher 'Perfect escapism and written so beautifully' 5***** READER REVIEW 'I cried and I laughed . . . I couldn't put it down' 5***** READER REVIEW _______ Maddy, dressed in white, stands at the back of the church. At the end of the aisle is Rob - the man she's about to marry. Next to Rob is Ben - best man and the best friend any two people ever had. And that's the problem. Because if it wasn't Rob waiting for her at the altar, there's a strong chance it would be Ben. Loyal and sensitive Ben has always kept his feelings to himself. But if he turned round and told Maddy she was making a mistake, would she listen? And would he be right? . . . Maddy has a choice to make, but will she choose wisely? Her heart, and the hearts of the two best men she knows, depend on it . . . Praise for Billy and Me: 'A gorgeous, gloriously romantic read with buckets of charm - I absolutely loved it!' Jill Mansell 'A sweet and sparkling debut from a lovely lady. Sure to be a hit' Carole Matthews 'Only the most hard-hearted could fail to root for Sophie as she falls for A-lister Billy and must take on the mad, bad world of showbiz. This sweet debut reminded me of Last Night at Chateau Marmont' Louise Candlish 'Wonderfully warm & cosy. The perfect comfort read to curl-up with and enjoy' Ali McNamara 'If you're looking for a romantic read and a summer treat that'll take you on a journey and leave you feeling like you've made a new friend, you'll love Billy and Me' Vanessa Greene 'Warm and romantic, this charming read will certainly brighten up your day' Closer 'This is one juicy read' Now 'Tons of charm and genuine warmth' Star Magazine|9781405910057
You're the One that I Want|You're the One That I Want|Susan May Warren|en|Owen Christiansen has been in a downward spiral since an injury ended his NHL career. But a job on an Alaskan crabbing boat offers a fresh start . . . maybe even a shot at romance with Elise “Scotty” McFlynn, the captain’s daughter. Used to being one of the guys, to never relying on anyone, Scotty doesn’t believe in happily ever after—especially with someone like Owen. Her instinct is confirmed when Casper Christiansen arrives to drag his prodigal brother home, bringing with him a truckload of family drama—and even worse, the news that Casper is wanted for questioning in connection to a crime back in Minnesota. But Owen is more than the sum of his mistakes, a truth both he and Scotty discover when she escorts both brothers to Deep Haven as part of her new job on the Anchorage police force. Thrust into an unfamiliar world of family, faith, and fresh starts, Scotty begins to see potential for a happy ending . . . if she’s brave enough to embrace it.|9781496412225
You're the One that I Want|You're the One That I Want|Angela Britnell|en|When Sarah, a teacher from Cornwall, and Matt, a businessman from Nashville, meet on a European coach tour, they soon find themselves in a relationship - a fake one. Because Matt is too busy for romance, and Sarah is only trying to make her ex-husband jealous. For every picturesque destination, there's a loved-up selfie and Facebook post to match. But as their holiday comes to an end, Sarah and Matt realise they're not happy with their pretend relationship. They want the real thing...|9781444837797
You're the One that I Want|You're the One I Want|Shane Allison|en|An emotionally charged story of the secrets, lies, and betrayal that often infiltrate marriages and families, sending members into a whirlwind of drama and intrigue. Bree has the perfect life…or so she thinks. Things start to spiral out of control, however, when her so-called best friend, Tangela, sets her eyes on Bree’s wealthy doctor husband, Kashawn. Determined to have the life that she believes is rightfully hers, Tangela will do whatever it takes to have Kashawn, the mansion, the cars, and the prestige that comes with being a doctor’s wife for herself—even if it means she has to kill. The situation goes from bad to worse when Deanthony, Kashawn’s long-lost brother, blows back into town after his dream of becoming an actor fizzles. He has always held a candle for Bree and tries to seduce her away from his brother. Nothing is quite so straightforward, however, and we quickly find out why Deanthony is back in town when Tangela uses what she has found out about Deanthony to blackmail him in helping her to destroy Bree and Kashawn's marriage. Will Bree be able to hold on to her man and the life they have built together? Will Tangela’s plan go off without a hitch and will Deanthony survive the secret that Tangela holds over him? You're the One I Want is a suspenseful, steamy romance that will keep you guessing until the end and then wishing for more after the last chapter ends.|9781476798264
