itemID|title|titleFound|author_raw|author_api|language|collection|isbn|publisher_raw|publisher_api|publishedDate|description|main topic|subtopics|thumbnail|maturityRating|pageCount|isEbook
17717|Paul Revere||Lily Erlic|||||WEIGL PUB||||YFX| 1KBB                               ||||
48844|Pauli, der Frosch|||||||Trötsch||||YBCS|                               ||||
41533|Pauls hasenstarke Abenteuer. Bd.1||Annette Weber|||||Bibliographisches Institut, Berlin||||YBG|                               ||||
78689|Paul's Purpose||Sheila Deeth|||||Inspired by Faith and Science||||YFK| 5PGM YFT                              ||||
41395|Pax||Sara Pennypacker|||||Harper Collins Publ. UK||||YFP| 5AK                               ||||
71789|Peacemaker||E. M. Hamill|||||NineStar Press, LLC||||FLS|                               ||||
66620|Peanut||Heidi Kilgras|||||RANDOM HOUSE||||YBLN1| YFP YFQ                              ||||
69888|Peanut Butter Friends Grd 4-7||Deb Brammer|||||BOB JONES UNIV PR||||YFK|                                ||||
47593|Peanut Butter Lover Boy||Bruce Coville|||||Aladdin||||YFQ|                                ||||
77553|Pearl||Brian Kindall|||||Diving Boy Books||||YFH|                                ||||
76985|Peas, Please!||Kimberley Nistelbeck|||||CHRISTIAN FAITH PUB INC||||YFQ|                               ||||
75571|Pecos Bill: The Greatest Cowboy of All Time||James Cloyd Bowman|||||ALBERT WHITMAN & CO||||YFJ|                                ||||
11031|Peggy||Swonild Ilenia Genovese|||||Lulu.com||||YFB|                                ||||
26695|Peggy Diggledey - Spiel- und Rätselbuch||Lars Jakobsen|||||Gollnest & Kiesel GmbH &||||YBG| 5AF YBL YZ                             ||||
64538|Pendulum||Joan Watson|||||AuthorHouse||||FL|                                ||||
26802|Penguin||Polly Dunbar|||||CANDLEWICK BOOKS||||YXHB| YF                               ||||
71263|Penitent||Dan Abnett|||||GAMES WORKSHOP||||FLR|                                ||||
22556|Pennsylvania Omnibus||Michael Bunker|||||Lulu.com||||FL|                                ||||
54477|People in Fall||Sophie Geister-Jones|||||FOCUS READERS||||YBLJ| YNMC                               ||||
71802|People Out of Time||Edgar Rice Burroughs|||||1st World Library - Literary Society||||FL|                                ||||
73857|Peppa Pig: La Historia de la Cerdita Peppa (Story of Peppa Pig)||Scholastic|||||SCHOLASTIC||||YFZZ| YFN YFP                              ||||
45238|Peppa Pig: Mal- und Rätselblock|||||||Nelson||||YB| 5AC YBG                              ||||
32971|Peppa Pig: Peppa Juega Fútbol (Peppa Plays Soccer)|||||||SCHOLASTIC||||YFZZ| YFP YFR                              ||||
71937|Peppa Pinc: Yr Anhygoel Peppa|||||||Rily Publications Ltd||||YB|                                ||||
7119|Pequeno Verde||Arnold Rudnick|||||LIGHTNING SOURCE INC||||YFP|                                ||||
62085|Perfect Anger||Rick Huffman|||||AuthorHouse||||FM|                                ||||
12451|Perfect Game||Matt Christopher|||||LITTLE BROWN & CO||||YXHB| YFR                               ||||
21809|Perry Rhodan - Die falsche Welt||Andreas Eschbach, Verena Themsen|||||Lübbe||||FLG| FLG FLS                             ||||
71636|Perry Rhodan - Rhodans Sohn|||||||Edel Germany GmbH||||FL|                                ||||
10493|Perry Rhodan 06. Der Robotregent|||||||MOEWIG||||FL|                                ||||
52081|Perry Rhodan 10. Thora|||||||MOEWIG||||FL|                                ||||
7104|Perry Rhodan 104. Raumschiff des Mächtigen|||||||MOEWIG||||FM| FL                               ||||
22346|Perry Rhodan 108. Grenze im Nichts|||||||MOEWIG||||FL|                                ||||
24536|Perry Rhodan 110. Armada der Orbiter|||||||MOEWIG||||FL|                                ||||
37846|Perry Rhodan 116. Der Auserwählte|||||||MOEWIG||||FL|                                ||||
48048|Perry Rhodan 118. Kampf gegen die Vazifar|||||||MOEWIG||||FL|                                ||||
55099|Perry Rhodan 24. Die Para-Sprinter|||||||MOEWIG||||FL|                                ||||
26680|Perry Rhodan 25. Brennpunkt Andro-Beta|||||||MOEWIG||||FM| FL                               ||||
76969|Perry Rhodan 31. Pakt der Galaxien|||||||MOEWIG||||FL|                                ||||
8548|Perry Rhodan 38. Verschollen in M 87|||||||MOEWIG||||FL|                                ||||
77387|Perry Rhodan 40. Dolan-Alarm|||||||MOEWIG||||FL|                                ||||
68305|Perry Rhodan 46. Der Todessatellit|||||||MOEWIG||||FL|                                ||||
22504|Perry Rhodan 52. Exil im Hyperraum|||||||MOEWIG||||FL|                                ||||
3661|Perry Rhodan 56. Kampf der Immunen|||||||MOEWIG||||FL|                                ||||
5655|Perry Rhodan 62. Götzendämmerung|||||||MOEWIG||||FL|                                ||||
48607|Perry Rhodan 72. Kontakte mit der Ewigkeit|||||||MOEWIG||||FL|                                ||||
62896|Perry Rhodan 90. Gegner im Dunkel|||||||MOEWIG||||FL|                                ||||
7185|Perry Rhodan Band 143: Ordoban||Perry Rhodan|||||MOEWIG||||FL| FL                               ||||
14829|Perry Rhodan Band 144: Drei Ritter der Tiefe||Perry Rhodan|||||MOEWIG||||FL| F                               ||||
77671|Persephone||Kaitlin Bevis|||||ImaJinn Books||||YFJ| 1QBAG 1QBAR                              ||||
26310|Persephone||Matthias Falke|||||Begedia Verlag||||FLS| FJM FLS                              ||||
38566|Perseus and Medusa (Graphic Revolve: Common Core Editions)||Blake A Hoena|||||Capstone Press||||XADC| YF                               ||||
34888|Persuasion: Jane Austen Children's Stories|||||||SWEET CHERRY PUBLISHING||||YFA| YFM                               ||||
37191|Pet||Akwaeke Emezi|||||Faber And Faber Ltd.||||YFH| 5AN YFN YXQ                             ||||
37046|Peter||Harrytimitri Harrytimitri|||||KLECKS VERLAG||||YFX|                                ||||
34982|Peter Rabbit Classic Tales Mini Gift Set||Beatrix Potter, Charles Santore|||||Sterling Publishing Co Inc||||YF|                               ||||
41248|Petite Rouge: A Cajun Red Riding Hood||Mike Artell|||||PUFFIN BOOKS||||YFJ|                                ||||
54759|Pferde & Ponys Sticker-Rätsel-Buch mit über 1000 Stickern|||||||Schwager und Steinlein||||YNNJ24| 5AJ YNNH4 YNNJ24 YNVP                            ||||
25433|Philip K. Dick: Five Novels of the 1960s & 70s (Loa #183): Martian Time-Slip / Dr. Bloodmoney / Now |||||||LIB OF AMER||||FL|                                ||||
58654|Philip K. Dick: Four Novels of the 1960s (Loa #173): The Man in the High Castle / The Three Stigmata||Philip K. Dick|||||LIB OF AMER||||FL|                                ||||
55209|Phonics||Roger Priddy|||||Priddy Books||||YBL|                                ||||
42876|Phönixfeuer||Andrea Labahn|||||novum publishing||||FB|                                ||||
48996|Pick 'n' Mix||Jean Ure|||||HarperCollins Publishers||||YFN| YFS YXD                              ||||
71202|Picking Apples||Finley Fraser|||||BEARPORT PUB CO INC||||YPCA21| YBLJ                               ||||
21575|Picture Girl||Marlene Targ Brill|||||Golden Alley Press||||YXZM| YFB                               ||||
5570|Pieces||Shannon Pemrick|||||LIGHTNING SOURCE INC||||FMX| FL                               ||||
3723|Piggy Bank Blessings||Mike Berenstain|||||ZONDERVAN||||YFK|                                ||||
56258|Pillage||Obert Skye|||||SHADOW MOUNTAIN PUB||||YFCF| YFH YFQ                              ||||
63511|Pina Bausch||María Isabel Sánchez Vegara|||||Insel Verlag GmbH||||JBSF1| 5AD 5AF ATQV DN JBSF1 YBCS YBL YNB YNG YNM YNMF YX                    ||||
3638|Pinatas and Paper Flowers: Holidays of the Americas in English and Spanish||Lila Perl Yerkow|||||CLARION BOOKS||||YNMC| YNMD                               ||||
48254|Pink & Green Is the New Black||Lisa Greenwald, Sophie Brissaud|||||Abrams||||YFN| 5AK YFS                             ||||
38361|Pinkalicious and the Pink Hat Parade [With Poster and 2 Paper Dolls]||Victoria Kann|||||HARPER FESTIVAL||||YFQ|                                ||||
34657|Pinky and Rex and the New Neighbors||James Howe|||||ALADDIN||||YXHB| YF YXE                              ||||
"19504|46437|6007|78244"|Pinocchio||Carlo Collodi|||||Random House USA Inc||||"YFA|YFC"|"                                |  YFJ                               "||||
66955|Pinos Altos||John Koski|||||Outskirts Press||||YFC|                                ||||
75822|Pirate Queen||Steve Barlow, Steve Skidmore|||||Hachette Children's Group||||YFH| 5AH 5AR 4CD YFU                           ||||
75017|Pirate Queen of Ireland||Anne Chambers|||||The Collins Press||||YFY| YNH                               ||||
71256|Pirates!||Izi Miller|||||Village Lane Publishing||||YNHA1| YFC                               ||||
48163|Pirates: Monkey Troubles||Daryl K. Cobb|||||10 TO 2 CHILDREN'S BOOKS||||YFQ|                                ||||
64975|Pittiplatsch, Ausmalbuch|||||||Trötsch||||YBGH|                               ||||
71116|Più o meno||Rita Valettini|||||LIGHTNING SOURCE INC||||YF|                                ||||
36981|Placer||Torin Crow Ingham|||||Archway Publishing||||FJ| FL                               ||||
73423|Places I Go||Nick Rebman|||||LITTLE BLUE READERS||||YBL| YXZ                               ||||
9302|Planet of the Eggs (Book 9): Patience||Lisa Harkrader|||||KANE PR||||YFG|                                ||||
41711|Planet Omar 02: Unexpected Super Spy||Zanib Mian|||||Hachette Children's  Book||||YFN| 5AG 5AK 4CD YFQ YFS                           ||||
26657|Play and Discover: Journeys||Caryn Jenner|||||Hachette Children's Group||||YBL| 4Z GB ACA                               ||||
16637|Play and Learn||Jupiter Kids|||||Jupiter Kids||||YBL|                                ||||
70293|Play On||Michelle Smith|||||Spencer Hill Contemporary||||YFR|                                ||||
32177|Player||Dawn Kent|||||Xlibris AU||||FM|                                ||||
43680|Playing Games||Donna Jo Napoli|||||Aladdin||||YFB| YX                               ||||
55517|Playoffs||Stefan Kowalski|||||Strategic Book Publishing & Rights Agency, LLC||||YNWD4| YFR                              ||||
23552|Pleine lune||Vanessa Giffaut|||||Books on Demand||||FMR| 5AX                               ||||
69365|Plimoth||Bonnie Darlene|||||1st Book Library||||YFH|                                ||||
76362|Plötzlich It-Girl||Katy Birchall|||||dtv Verlagsgesellschaft||||YXHB| 5AN YFM YFQ YFS YXF YXHB                          ||||
49206|PLURPLE'S||Cristina Marie|||||AuthorHouse||||YFH|                                ||||
"17531|13631"|Pocket-Escape||Simon Kösters, Kerstin Schulte Tockhaus|||||homunculus verlag||||WD| 5AN 2ACG                             ||||
55773|Pocket-Spiele|||||||Neuer Favorit Verlag||||YBL|                                ||||
38021|Poder Absoluto||Jean Gabriel Alamo|||||LIGHTNING SOURCE INC||||FLPB|                                ||||
12533|Podiatrist Only Because Multitasking Ninja Is Not an Actual Job Title: It's Like Riding a Bike. Exce||Thithiapodiatrist|||||INDEPENDENTLY PUBLISHED||||YF|                                ||||
37038|Poesia Eres Tu||F. Isabel Campoy|||||LOQUELEO||||YDP| YFN YFS                              ||||
38891|Poison Tree||Amelia Atwater-Rhodes|||||EMBER||||YFH|                                ||||
4868|Pokémon Guía Definitiva de la Región Galar. Libro Oficial 2020. Pokémon Espada / Pokémon Escudo / Ha||Pokemon|||||ALTEA||||YFZZ| YFC                               ||||
56676|Pokemon: Sword & Shield, Vol. 1||Hidenori Kusaka|||||Viz Media, Subs. of Shogakukan Inc||||XADC| YF                             ||||
65705|Polaris||Mindee Arnett|||||BALZER & BRAY||||YFC| YFG                               ||||
25514|Polly and the Puffin||Jenny Colgan|||||Hachette Children's Group||||YFP|                                ||||
65895|Polly And the Wolf Again||Catherine Storr|||||Penguin Random House Children's UK||||YFB| 5AK                               ||||
24497|Poodles||Valerie Bodden|||||CREATIVE ED & PAPERBACKS||||YNNJ21| YNNH                               ||||
17551|Pop Art||Patricia Geis|||||COMBEL EDICIONES EDIT ESIN||||YBG| YNA                               ||||
76457|Pop of the Bumpy Mummy: Branches Book (Notebook of Doom #6), Volume 6||Troy Cummings|||||SCHOLASTIC||||YFD| YFQ                              ||||
30769|Pope Francis||Brian Doyle|||||Poolbeg Press Ltd||||YF|                                ||||
18037|Poppy's Work Glove: Helping Children Understand Death, Grief, and Heaven||Brenda Mason Young|||||DUST JACKET PR||||YFCF|                              ||||
38867|Popular Fairy Tales||Benjamin Tabart|||||Alpha Editions||||YFJ|                                ||||
37478|Popularity Papers: Book One||Amy Ignatow|||||Abrams||||YFM|                                ||||
4871|Porsche 911||Joachim Klang|||||Heel Verlag GmbH||||YNVD3| 5AG WD YBL                             ||||
24429|Portals to Xandria: What's So Special About Dragon Poop?||Cheryl Rae|||||LIGHTNING SOURCE INC||||YFH|                                ||||
59515|Portuguese? Sim, Obrigado: Volume 2||European Language Institute|||||EUROPEAN LANGUAGE INST||||YF|                               ||||
66027|Postcards from a War||Vanita Oelschlager|||||VANITA BOOKS||||YFN| YFT                               ||||
4717|Postkartenset Bernadette|||||||NordSüd Verlag AG||||WZG| 5AD WZS YBL                             ||||
60351|Potterwookiee: The Creature from My Closet||Obert Skye|||||SQUARE FISH||||YFQ| YFD                               ||||
26639|Power of 3||Gary Wayne|||||Xlibris US||||FM|                                ||||
74716|Power Up||Sam Nisson|||||Houghton Mifflin Harcourt Publishing Company||||XADC| YF                               ||||
63822|Powerful||Rebecca Renna|||||Lulu.com||||FM|                                ||||
75142|Prairie ABCs|||||||ROCKY MOUNTAIN BOOKS||||YBLA|                                ||||
28683|Prater||Lukas Pellmann|||||Text/Rahmen||||FBA| FF                               ||||
10554|Precocia||Dale E. Basye|||||YEARLING||||YFD| YFH YFQ                              ||||
75432|Preparations||Jeff R. Smith|||||Xlibris||||FJ| FL                               ||||
49892|Preschool Assistant Teacher Only Because Multitasking Ninja Is Not an Actual Job Title: It's Like Ri||Thithiapreschoolassistantteacher|||||INDEPENDENTLY PUBLISHED||||YF|                                ||||
